record_id,record_class,manufacturer,device_model,device_variant,module_role,sensor_model,sensor_width_mm,sensor_height_mm,sensor_diagonal_mm,source_observation,provenance_method,evidence_tier,lcrd_status,tps_use,original_confidence,original_verification_status,source_title,source_url,usage_note,qa_flags,notes,coverage_priority,cutoff_reason,cutoff_note,audit_priority,qa_pass4_flags,freeze_qa_flags,v0_1_release_status
google_pixel_6_pro_rear_main,mobile_camera_module,Google,Pixel 6 Pro,,rear_main,,9.771,7.328,12.2136,"1/1.31""",optical_format_conversion,C,good_estimate,yes,probable,,Google Pixel hardware tech specs,https://support.google.com/pixelphone/answer/7158570?hl=en,Good estimate; UI may mark sensor geometry as estimated.,,Google publishes 1/1.31-inch main sensor.,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P3_verified_or_secondary,,,ship
google_pixel_6_pro_rear_telephoto,mobile_camera_module,Google,Pixel 6 Pro,,rear_telephoto,,6.4,4.8,8.0,"1/2.0""",optical_format_conversion,C,good_estimate,yes,probable,,Google Pixel hardware tech specs,https://support.google.com/pixelphone/answer/7158570?hl=en,Good estimate; UI may mark sensor geometry as estimated.,,Google publishes 1/2-inch telephoto sensor.,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P3_verified_or_secondary,,,ship
google_pixel_6_pro_rear_ultrawide,mobile_camera_module,Google,Pixel 6 Pro,,rear_ultrawide,,4.414,3.31,5.5172,"1/2.9""",optical_format_conversion,C,good_estimate,yes,provisional,,Compiled Pixel camera specification,,Use automatically as estimated geometry; retain provenance and estimated status.,source_url_missing,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P2_source_strengthen,source_url_missing,,ship
google_pixel_6a_rear_main,mobile_camera_module,Google,Pixel 6a,,rear_main,,5.02,3.765,6.275,"1/2.55""",optical_format_conversion,C,good_estimate,yes,provisional,,Compiled Pixel camera specification,,Use automatically as estimated geometry; retain provenance and estimated status.,source_url_missing,Older 12.2 MP main; exact format requires source audit.,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P2_source_strengthen,source_url_missing,,ship
google_pixel_6a_rear_ultrawide,mobile_camera_module,Google,Pixel 6a,,rear_ultrawide,,4.129,3.097,5.1614,"1/3.1""",optical_format_conversion,C,good_estimate,yes,provisional,,Compiled Pixel camera specification,,Use automatically as estimated geometry; retain provenance and estimated status.,source_url_missing,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P2_source_strengthen,source_url_missing,,ship
google_pixel_7_rear_main,mobile_camera_module,Google,Pixel 7,,rear_main,,9.771,7.328,12.2136,"1/1.31""",optical_format_conversion,C,good_estimate,yes,probable,,PhoneArena / Google,https://www.phonearena.com/phones/Google-Pixel-7-Pro_id11907,Good estimate; UI may mark sensor geometry as estimated.,,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P3_verified_or_secondary,,,ship
google_pixel_7_rear_ultrawide,mobile_camera_module,Google,Pixel 7,,rear_ultrawide,,4.414,3.31,5.5172,"1/2.9""",optical_format_conversion,C,good_estimate,yes,probable,,PhoneArena,https://www.phonearena.com/phones/Google-Pixel-7-Pro_id11907,Good estimate; UI may mark sensor geometry as estimated.,,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P3_verified_or_secondary,,,ship
google_pixel_7_pro_rear_main,mobile_camera_module,Google,Pixel 7 Pro,,rear_main,,9.771,7.328,12.2136,"1/1.31""",optical_format_conversion,C,good_estimate,yes,probable,,PhoneArena / Google,https://www.phonearena.com/phones/Google-Pixel-7-Pro_id11907,Good estimate; UI may mark sensor geometry as estimated.,,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P3_verified_or_secondary,,,ship
google_pixel_7_pro_rear_telephoto,mobile_camera_module,Google,Pixel 7 Pro,,rear_telephoto,,5.02,3.765,6.275,"1/2.55""",optical_format_conversion,C,good_estimate,yes,probable,,PhoneArena,https://www.phonearena.com/phones/Google-Pixel-7-Pro_id11907,Good estimate; UI may mark sensor geometry as estimated.,,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P3_verified_or_secondary,,,ship
google_pixel_7_pro_rear_ultrawide,mobile_camera_module,Google,Pixel 7 Pro,,rear_ultrawide,,4.414,3.31,5.5172,"1/2.9""",optical_format_conversion,C,good_estimate,yes,probable,,PhoneArena,https://www.phonearena.com/phones/Google-Pixel-7-Pro_id11907,Good estimate; UI may mark sensor geometry as estimated.,,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P3_verified_or_secondary,,,ship
google_pixel_7a_rear_main,mobile_camera_module,Google,Pixel 7a,,rear_main,,7.399,5.549,9.2486,"1/1.73""",optical_format_conversion,C,good_estimate,yes,provisional,,Compiled Pixel specification,,Use automatically as estimated geometry; retain provenance and estimated status.,source_url_missing,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P2_source_strengthen,source_url_missing,,ship
google_pixel_7a_rear_ultrawide,mobile_camera_module,Google,Pixel 7a,,rear_ultrawide,,4.129,3.097,5.1614,"1/3.1""",optical_format_conversion,C,good_estimate,yes,provisional,,Compiled Pixel specification,,Use automatically as estimated geometry; retain provenance and estimated status.,source_url_missing,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P2_source_strengthen,source_url_missing,,ship
google_pixel_8_rear_main,mobile_camera_module,Google,Pixel 8,,rear_main,,9.771,7.328,12.2136,"1/1.31""",optical_format_conversion,C,good_estimate,yes,probable,,PhoneArena,https://www.phonearena.com/phones/Google-Pixel-8_id12143,Good estimate; UI may mark sensor geometry as estimated.,,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P3_verified_or_secondary,,,ship
google_pixel_8_rear_ultrawide,mobile_camera_module,Google,Pixel 8,,rear_ultrawide,,4.129,3.097,5.1614,"1/3.1""",optical_format_conversion,C,good_estimate,yes,provisional,,Compiled Pixel specification,,Use automatically as estimated geometry; retain provenance and estimated status.,source_url_missing,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P2_source_strengthen,source_url_missing,,ship
google_pixel_8_pro_rear_main,mobile_camera_module,Google,Pixel 8 Pro,,rear_main,Samsung S5KGM5,9.771,7.328,12.2136,"1/1.31""",optical_format_conversion,C,good_estimate,yes,probable,,PhoneArena,https://www.phonearena.com/phones/Google-Pixel-8-Pro_id12144,Good estimate; UI may mark sensor geometry as estimated.,,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P3_verified_or_secondary,,,ship
google_pixel_8_pro_rear_telephoto,mobile_camera_module,Google,Pixel 8 Pro,,rear_telephoto,Sony IMX787,5.02,3.765,6.275,"1/2.55""",optical_format_conversion,C,good_estimate,yes,probable,,PhoneArena,https://www.phonearena.com/phones/Google-Pixel-8-Pro_id12144,Good estimate; UI may mark sensor geometry as estimated.,,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P3_verified_or_secondary,,,ship
google_pixel_8_pro_rear_ultrawide,mobile_camera_module,Google,Pixel 8 Pro,,rear_ultrawide,,6.4,4.8,8.0,"1/2.0""",optical_format_conversion,C,good_estimate,yes,probable,,Compiled Pixel specification,,Good estimate; UI may mark sensor geometry as estimated.,source_url_missing,48 MP 0.8 µm class; optical format requires audit.,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P2_source_strengthen,source_url_missing,,ship
google_pixel_8a_rear_main,mobile_camera_module,Google,Pixel 8a,,rear_main,,7.399,5.549,9.2486,"1/1.73""",optical_format_conversion,C,good_estimate,yes,probable,,PhoneArena,https://www.phonearena.com/phones/Google-Pixel-8a_id12219,Good estimate; UI may mark sensor geometry as estimated.,,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P3_verified_or_secondary,,,ship
google_pixel_8a_rear_ultrawide,mobile_camera_module,Google,Pixel 8a,,rear_ultrawide,,4.129,3.097,5.1614,"1/3.1""",optical_format_conversion,C,good_estimate,yes,provisional,,Compiled Pixel specification,,Use automatically as estimated geometry; retain provenance and estimated status.,source_url_missing,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P2_source_strengthen,source_url_missing,,ship
google_pixel_9_rear_main,mobile_camera_module,Google,Pixel 9,,rear_main,Samsung ISOCELL GNK,9.771,7.328,12.2136,"1/1.31""",optical_format_conversion,C,good_estimate,yes,probable,,Google / PhoneArena,https://www.phonearena.com/phones/Google-Pixel-9-Pro_id12285,Good estimate; UI may mark sensor geometry as estimated.,,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P3_verified_or_secondary,,,ship
google_pixel_9_rear_ultrawide,mobile_camera_module,Google,Pixel 9,,rear_ultrawide,Sony IMX858,5.02,3.765,6.275,"1/2.55""",optical_format_conversion,C,good_estimate,yes,probable,,PhoneArena,https://www.phonearena.com/phones/Google-Pixel-9-Pro_id12285,Good estimate; UI may mark sensor geometry as estimated.,,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P3_verified_or_secondary,,,ship
google_pixel_9_pro_rear_main,mobile_camera_module,Google,Pixel 9 Pro,,rear_main,Samsung ISOCELL GNK,9.771,7.328,12.2136,"1/1.31""",optical_format_conversion,C,good_estimate,yes,probable,,Google / PhoneArena,https://www.phonearena.com/phones/Google-Pixel-9-Pro_id12285,Good estimate; UI may mark sensor geometry as estimated.,,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P3_verified_or_secondary,,,ship
google_pixel_9_pro_rear_telephoto,mobile_camera_module,Google,Pixel 9 Pro,,rear_telephoto,Sony IMX858,5.02,3.765,6.275,"1/2.55""",optical_format_conversion,C,good_estimate,yes,probable,,PhoneArena,https://www.phonearena.com/phones/Google-Pixel-9-Pro_id12285,Good estimate; UI may mark sensor geometry as estimated.,,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P3_verified_or_secondary,,,ship
google_pixel_9_pro_rear_ultrawide,mobile_camera_module,Google,Pixel 9 Pro,,rear_ultrawide,Sony IMX858,5.02,3.765,6.275,"1/2.55""",optical_format_conversion,C,good_estimate,yes,probable,,PhoneArena,https://www.phonearena.com/phones/Google-Pixel-9-Pro_id12285,Good estimate; UI may mark sensor geometry as estimated.,,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P3_verified_or_secondary,,,ship
google_pixel_9_pro_xl_rear_main,mobile_camera_module,Google,Pixel 9 Pro XL,,rear_main,Samsung ISOCELL GNK,9.771,7.328,12.2136,"1/1.31""",optical_format_conversion,C,good_estimate,yes,probable,,Google / PhoneArena,https://www.phonearena.com/phones/Google-Pixel-9-Pro_id12285,Good estimate; UI may mark sensor geometry as estimated.,,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P3_verified_or_secondary,,,ship
google_pixel_9_pro_xl_rear_telephoto,mobile_camera_module,Google,Pixel 9 Pro XL,,rear_telephoto,Sony IMX858,5.02,3.765,6.275,"1/2.55""",optical_format_conversion,C,good_estimate,yes,probable,,PhoneArena,https://www.phonearena.com/phones/Google-Pixel-9-Pro_id12285,Good estimate; UI may mark sensor geometry as estimated.,,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P3_verified_or_secondary,,,ship
google_pixel_9_pro_xl_rear_ultrawide,mobile_camera_module,Google,Pixel 9 Pro XL,,rear_ultrawide,Sony IMX858,5.02,3.765,6.275,"1/2.55""",optical_format_conversion,C,good_estimate,yes,probable,,PhoneArena,https://www.phonearena.com/phones/Google-Pixel-9-Pro_id12285,Good estimate; UI may mark sensor geometry as estimated.,,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P3_verified_or_secondary,,,ship
google_pixel_9a_rear_main,mobile_camera_module,Google,Pixel 9a,,rear_main,,6.4,4.8,8.0,"1/2.0""",optical_format_conversion,C,good_estimate,yes,provisional,,Compiled Pixel specification,,Use automatically as estimated geometry; retain provenance and estimated status.,source_url_missing,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P2_source_strengthen,source_url_missing,,ship
google_pixel_9a_rear_ultrawide,mobile_camera_module,Google,Pixel 9a,,rear_ultrawide,,4.129,3.097,5.1614,"1/3.1""",optical_format_conversion,C,good_estimate,yes,provisional,,Compiled Pixel specification,,Use automatically as estimated geometry; retain provenance and estimated status.,source_url_missing,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P2_source_strengthen,source_url_missing,,ship
motorola_moto_g_2025_rear_macro,mobile_camera_module,Motorola,Moto G (2025),,rear_macro,,2.84,2.13,3.55,,direct_mm,A,verified,yes,provisional,manufacturer_data_derived,Motorola official specifications,https://www.motorola.com/us/en/p/phones/moto-g/moto-g-2025/pmipmhh39mq,Use automatically.,,Derived from 2 MP / 1.75 µm; active raster approximation.,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P3_verified_or_secondary,,,ship
motorola_moto_g_2025_rear_main,mobile_camera_module,Motorola,Moto G (2025),,rear_main,,4.978,3.733,6.2222,,direct_mm,A,verified,yes,probable,manufacturer_data_derived,Motorola official specifications,https://www.motorola.com/us/en/p/phones/moto-g/moto-g-2025/pmipmhh39mq,Use automatically.,,Derived from manufacturer-published 50 MP and 0.64 µm nominal pixel pitch; nominal 4:3 raster approximation.,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P3_verified_or_secondary,,,ship
motorola_moto_g_5g_2023_rear_macro,mobile_camera_module,Motorola,Moto G 5G (2023),,rear_macro,,2.56,1.92,3.2,"1/5.0""",optical_format_conversion,C,good_estimate,yes,provisional,compiled_spec_value,Compiled device camera specification,,Use automatically as estimated geometry; retain provenance and estimated status.,source_url_missing,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P2_source_strengthen,source_url_missing,,ship
motorola_moto_g_5g_2023_rear_main,mobile_camera_module,Motorola,Moto G 5G (2023),,rear_main,,4.638,3.478,5.7972,"1/2.76""",optical_format_conversion,C,good_estimate,yes,provisional,compiled_spec_value,Compiled device camera specification,,Use automatically as estimated geometry; retain provenance and estimated status.,source_url_missing,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P2_source_strengthen,source_url_missing,,ship
motorola_moto_g_5g_2024_rear_macro,mobile_camera_module,Motorola,Moto G 5G (2024),,rear_macro,,2.56,1.92,3.2,"1/5.0""",optical_format_conversion,C,good_estimate,yes,provisional,compiled_spec_value,Compiled device camera specification,,Use automatically as estimated geometry; retain provenance and estimated status.,source_url_missing,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P2_source_strengthen,source_url_missing,,ship
motorola_moto_g_5g_2024_rear_main,mobile_camera_module,Motorola,Moto G 5G (2024),,rear_main,,6.564,4.923,8.205,"1/1.95""",optical_format_conversion,C,good_estimate,yes,provisional,compiled_spec_value,Compiled device camera specification,,Use automatically as estimated geometry; retain provenance and estimated status.,source_url_missing,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P2_source_strengthen,source_url_missing,,ship
motorola_moto_g_power_2025_rear_main,mobile_camera_module,Motorola,Moto G Power (2025),,rear_main,,4.978,3.733,6.2222,,direct_mm,A,verified,yes,probable,manufacturer_data_derived,Motorola official specifications,https://www.motorola.com/us/en/p/phones/moto-g/moto-g-power-2025/pmipmhi39mv,Use automatically.,,Derived from manufacturer-published 50 MP and 0.61 µm pixel pitch; exact active raster may differ slightly.,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P3_verified_or_secondary,,,ship
motorola_moto_g_power_2025_rear_ultrawide,mobile_camera_module,Motorola,Moto G Power (2025),,rear_ultrawide,,3.654,2.741,4.5678,,direct_mm,A,verified,yes,probable,manufacturer_data_derived,Motorola official specifications,https://www.motorola.com/us/en/p/phones/moto-g/moto-g-power-2025/pmipmhi39mv,Use automatically.,,Derived from manufacturer-published 8 MP and 1.12 µm pixel pitch assuming nominal 3264×2448 active raster.,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P3_verified_or_secondary,,,ship
motorola_moto_g_power_5g_2023_rear_macro,mobile_camera_module,Motorola,Moto G Power 5G (2023),,rear_macro,,2.56,1.92,3.2,"1/5.0""",optical_format_conversion,C,good_estimate,yes,provisional,compiled_spec_value,Compiled device camera specification,,Use automatically as estimated geometry; retain provenance and estimated status.,source_url_missing,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P2_source_strengthen,source_url_missing,,ship
motorola_moto_g_power_5g_2023_rear_main,mobile_camera_module,Motorola,Moto G Power 5G (2023),,rear_main,,6.4,4.8,8.0,"1/2.0""",optical_format_conversion,C,good_estimate,yes,provisional,compiled_spec_value,Compiled device camera specification,,Use automatically as estimated geometry; retain provenance and estimated status.,source_url_missing,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P2_source_strengthen,source_url_missing,,ship
motorola_moto_g_power_5g_2023_rear_ultrawide,mobile_camera_module,Motorola,Moto G Power 5G (2023),,rear_ultrawide,,3.2,2.4,4.0,"1/4.0""",optical_format_conversion,C,good_estimate,yes,provisional,compiled_spec_value,Compiled device camera specification,,Use automatically as estimated geometry; retain provenance and estimated status.,source_url_missing,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P2_source_strengthen,source_url_missing,,ship
motorola_moto_g_power_5g_2024_rear_main,mobile_camera_module,Motorola,Moto G Power 5G (2024),,rear_main,,6.564,4.923,8.205,"1/1.95""",optical_format_conversion,C,good_estimate,yes,provisional,compiled_spec_value,Compiled device camera specification,,Use automatically as estimated geometry; retain provenance and estimated status.,source_url_missing,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P2_source_strengthen,source_url_missing,,ship
motorola_moto_g_power_5g_2024_rear_ultrawide,mobile_camera_module,Motorola,Moto G Power 5G (2024),,rear_ultrawide,,3.2,2.4,4.0,"1/4.0""",optical_format_conversion,C,good_estimate,yes,provisional,compiled_spec_value,Compiled device camera specification,,Use automatically as estimated geometry; retain provenance and estimated status.,source_url_missing,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P2_source_strengthen,source_url_missing,,ship
motorola_moto_g_stylus_5g_2022_rear_macro,mobile_camera_module,Motorola,Moto G Stylus 5G (2022),,rear_macro,,2.56,1.92,3.2,"1/5.0""",optical_format_conversion,C,good_estimate,yes,provisional,compiled_spec_value,Compiled device camera specification,,Use automatically as estimated geometry; retain provenance and estimated status.,source_url_missing,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P2_source_strengthen,source_url_missing,,ship
motorola_moto_g_stylus_5g_2022_rear_main,mobile_camera_module,Motorola,Moto G Stylus 5G (2022),,rear_main,,6.564,4.923,8.205,"1/1.95""",optical_format_conversion,C,good_estimate,yes,provisional,compiled_spec_value,Compiled device camera specification,,Use automatically as estimated geometry; retain provenance and estimated status.,source_url_missing,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P2_source_strengthen,source_url_missing,,ship
motorola_moto_g_stylus_5g_2022_rear_ultrawide,mobile_camera_module,Motorola,Moto G Stylus 5G (2022),,rear_ultrawide,,3.2,2.4,4.0,"1/4.0""",optical_format_conversion,C,good_estimate,yes,provisional,compiled_spec_value,Compiled device camera specification,,Use automatically as estimated geometry; retain provenance and estimated status.,source_url_missing,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P2_source_strengthen,source_url_missing,,ship
motorola_moto_g_stylus_5g_2023_rear_macro,mobile_camera_module,Motorola,Moto G Stylus 5G (2023),,rear_macro,,2.56,1.92,3.2,"1/5.0""",optical_format_conversion,C,good_estimate,yes,provisional,compiled_spec_value,Compiled device camera specification,,Use automatically as estimated geometry; retain provenance and estimated status.,source_url_missing,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P2_source_strengthen,source_url_missing,,ship
motorola_moto_g_stylus_5g_2023_rear_main,mobile_camera_module,Motorola,Moto G Stylus 5G (2023),,rear_main,,6.564,4.923,8.205,"1/1.95""",optical_format_conversion,C,good_estimate,yes,provisional,compiled_spec_value,Compiled device camera specification,,Use automatically as estimated geometry; retain provenance and estimated status.,source_url_missing,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P2_source_strengthen,source_url_missing,,ship
motorola_moto_g_stylus_5g_2023_rear_ultrawide,mobile_camera_module,Motorola,Moto G Stylus 5G (2023),,rear_ultrawide,,3.2,2.4,4.0,"1/4.0""",optical_format_conversion,C,good_estimate,yes,provisional,compiled_spec_value,Compiled device camera specification,,Use automatically as estimated geometry; retain provenance and estimated status.,source_url_missing,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P2_source_strengthen,source_url_missing,,ship
motorola_moto_g_stylus_5g_2024_rear_main,mobile_camera_module,Motorola,Moto G Stylus 5G (2024),,rear_main,,8.205,6.154,10.2564,"1/1.56""",optical_format_conversion,C,good_estimate,yes,provisional,compiled_spec_value,Compiled device camera specification,,Use automatically as estimated geometry; retain provenance and estimated status.,source_url_missing,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P2_source_strengthen,source_url_missing,,ship
motorola_moto_g_stylus_5g_2024_rear_ultrawide,mobile_camera_module,Motorola,Moto G Stylus 5G (2024),,rear_ultrawide,,4.267,3.2,5.3336,"1/3.0""",optical_format_conversion,C,good_estimate,yes,provisional,compiled_spec_value,Compiled device camera specification,,Use automatically as estimated geometry; retain provenance and estimated status.,source_url_missing,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P2_source_strengthen,source_url_missing,,ship
motorola_moto_g_stylus_5g_2025_rear_main,mobile_camera_module,Motorola,Moto G Stylus 5G (2025),,rear_main,,8.205,6.154,10.2564,"1/1.56""",optical_format_conversion,C,good_estimate,yes,probable,secondary_source_verified,PhoneArena,https://www.phonearena.com/phones/Motorola-Moto-G-Stylus-5G-2025_id12684,Good estimate; UI may mark sensor geometry as estimated.,,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P3_verified_or_secondary,,,ship
motorola_moto_g_stylus_5g_2025_rear_ultrawide,mobile_camera_module,Motorola,Moto G Stylus 5G (2025),,rear_ultrawide,,4.267,3.2,5.3336,"1/3.0""",optical_format_conversion,C,good_estimate,yes,probable,secondary_source_verified,PhoneArena,https://www.phonearena.com/phones/Motorola-Moto-G-Stylus-5G-2025_id12684,Good estimate; UI may mark sensor geometry as estimated.,,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P3_verified_or_secondary,,,ship
motorola_motorola_edge_2022_rear_macro,mobile_camera_module,Motorola,Motorola Edge (2022),,rear_macro,,2.56,1.92,3.2,"1/5.0""",optical_format_conversion,C,good_estimate,yes,provisional,compiled_spec_value,Compiled device camera specification,,Use automatically as estimated geometry; retain provenance and estimated status.,source_url_missing,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P2_source_strengthen,source_url_missing,,ship
motorola_motorola_edge_2022_rear_main,mobile_camera_module,Motorola,Motorola Edge (2022),,rear_main,,8.258,6.194,10.3228,"1/1.55""",optical_format_conversion,C,good_estimate,yes,provisional,compiled_spec_value,Compiled device camera specification,,Use automatically as estimated geometry; retain provenance and estimated status.,source_url_missing,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P2_source_strengthen,source_url_missing,,ship
motorola_motorola_edge_2022_rear_ultrawide,mobile_camera_module,Motorola,Motorola Edge (2022),,rear_ultrawide,,5.818,4.364,7.2728,"1/2.2""",optical_format_conversion,C,good_estimate,yes,provisional,compiled_spec_value,Compiled device camera specification,,Use automatically as estimated geometry; retain provenance and estimated status.,source_url_missing,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P2_source_strengthen,source_url_missing,,ship
motorola_motorola_edge_2023_rear_main,mobile_camera_module,Motorola,Motorola Edge (2023),,rear_main,,8.258,6.194,10.3228,"1/1.55""",optical_format_conversion,C,good_estimate,yes,provisional,compiled_spec_value,Compiled device camera specification,,Use automatically as estimated geometry; retain provenance and estimated status.,source_url_missing,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P2_source_strengthen,source_url_missing,,ship
motorola_motorola_edge_2023_rear_ultrawide,mobile_camera_module,Motorola,Motorola Edge (2023),,rear_ultrawide,,6.4,4.8,8.0,"1/2.0""",optical_format_conversion,C,good_estimate,yes,provisional,compiled_spec_value,Compiled device camera specification,,Use automatically as estimated geometry; retain provenance and estimated status.,source_url_missing,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P2_source_strengthen,source_url_missing,,ship
motorola_motorola_edge_2024_rear_main,mobile_camera_module,Motorola,Motorola Edge (2024),,rear_main,,8.258,6.194,10.3228,"1/1.55""",optical_format_conversion,C,good_estimate,yes,provisional,compiled_spec_value,Compiled device camera specification,,Use automatically as estimated geometry; retain provenance and estimated status.,source_url_missing,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P2_source_strengthen,source_url_missing,,ship
motorola_motorola_edge_2024_rear_ultrawide,mobile_camera_module,Motorola,Motorola Edge (2024),,rear_ultrawide,,6.4,4.8,8.0,"1/2.0""",optical_format_conversion,C,good_estimate,yes,provisional,compiled_spec_value,Compiled device camera specification,,Use automatically as estimated geometry; retain provenance and estimated status.,source_url_missing,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P2_source_strengthen,source_url_missing,,ship
motorola_motorola_edge_2025_rear_main,mobile_camera_module,Motorola,Motorola Edge (2025),,rear_main,,8.205,6.154,10.2564,"1/1.56""",optical_format_conversion,C,good_estimate,yes,probable,secondary_source_verified,PhoneArena,https://www.phonearena.com/phones/Motorola-Edge-2025_id12738,Good estimate; UI may mark sensor geometry as estimated.,,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P3_verified_or_secondary,,,ship
motorola_motorola_edge_2025_rear_ultrawide,mobile_camera_module,Motorola,Motorola Edge (2025),,rear_ultrawide,,4.267,3.2,5.3336,"1/3.0""",optical_format_conversion,C,good_estimate,yes,provisional,compiled_spec_value,Compiled camera specification,,Use automatically as estimated geometry; retain provenance and estimated status.,source_url_missing,,primary,recent_android_candidate,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,P2_source_strengthen,source_url_missing,,ship
