aliases,audit_priority,confidence,coverage_class,coverage_priority,cutoff_note,cutoff_reason,device,device_model,device_variant,dimension_method,dimension_status,dragonframe_supported,evidence_tier,freeze_qa_flags,id,kind,lcrd_status,manufacturer,model,module_role,notes,observation_id,optical_format,original_confidence,original_verification_status,platform_priority,provenance_method,qa_flags,qa_pass4_flags,record_class,record_id,sensor_diagonal_mm,sensor_height_mm,sensor_model,sensor_name,sensor_width_mm,source_id,source_note,source_observation,source_title,source_type,source_url,subject_id,tps_use,usage_note,v0_1_release_status,verification_status
,,probable,,,,,Xiaomi 15 Ultra,,,optical_format_conversion,,,,,xiaomi_xiaomi_15_ultra_rear_ultrawide,research_pass,,Xiaomi,,rear_ultrawide,,observation:research:55d2e2406cb01106b3ae,"1/2.76""",,,,,,,,,,3.478,,,4.638,source:xiaomi-official-launch-specifications:d18167f82714ebea,,,Xiaomi official launch/specifications,,https://www.mi.com/global/event/2025/xiaomi-launch-february-2025/,camera_module:xiaomi:xiaomi-15-ultra:rear-ultrawide,,,,manufacturer_format_verified
,P2_source_strengthen,,,primary,Keep and audit: normalized from current Dragonframe-supported camera coverage.,dragonframe_current_coverage,,D5500,,,,,C,,,research_pass,good_reference,Nikon,,main,physical_camera,observation:research:5620545a177110c6a768,,confirmed,compiled_spec_value,,published,source_url_missing,,dedicated_camera,nikon_d5500,28.2066,15.6,,,23.5,source:nikon-specifications:6b3815951e523b57,,,Nikon specifications,,,camera:nikon:d5500,yes,Good working value; source audit still desirable.,,
,P3_verified_or_secondary,,,primary,Current iOS-family coverage target; audit before expanding older Apple hardware.,current_ios_compatible,,iPhone 14 Pro,,,,,B,,,research_pass,strong_derived,Apple,,rear_main,DPReview publishes 9.8 × 7.3 mm.,observation:research:565cbe04359666c5bd3e,,probable,,,direct_mm_secondary,,,mobile_camera_module,apple_iphone_14_pro_rear_main,12.2201,7.3,,,9.8,source:dpreview:24e153a5783f91e7,,,DPReview,,https://www.dpreview.com/articles/apples-iphone-14-and-14-pro-imaging-tech-examined/,camera_module:apple:iphone-14-pro:rear-main,yes,Use automatically; preserve derivation provenance.,,
,P1_guess,,,primary,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,recent_android_candidate,,Xperia 10 IV,,,,,D,,,research_pass,best_available_guess,Sony,,rear_telephoto,,observation:research:567a14e431a76890e122,,provisional,compiled_spec_value,,optical_format_conversion,source_url_missing;provisional_guess,,mobile_camera_module,sony_xperia_10_iv_rear_telephoto,3.6364,2.182,,,2.909,source:compiled-xperia-camera-specification:6b7e5e9ce93608ab,,"1/4.4""",Compiled Xperia camera specification,,,camera_module:sony:xperia-10-iv:rear-telephoto,fallback_with_warning,Use as fallback estimate when no stronger geometry exists; expose estimated status.,,
,,provisional,,,,,ROG Phone 9,,,optical_format_conversion,,,,,asus_rog_phone_9_rear_main,research_pass,,ASUS,,rear_main,,observation:research:56b9732ec8c0b76b714c,"1/1.56""",,,,,,,,,,6.154,,,8.205,source:compiled-asus-camera-specification:d15201cb2c46b08d,,,Compiled ASUS camera specification,,,camera_module:asus:rog-phone-9:rear-main,,,,compiled_spec_value
,,confirmed,physical_camera,,,,,,,,complete,True,,,sony_alpha_a7r_v,research_pass,,Sony,Alpha A7R V,,,observation:research:56f103029296d61d724e,,,,,published,,,,,,23.8,,,35.7,source:sony-specifications:87f4ccb73926fbcc,Sony specifications,,,,,camera:sony:alpha-a7r-v,,,,primary_source_verified_previous_pass
,,provisional,physical_camera,,,,,,,,complete,True,,,logitech_brio,research_pass,,Logitech,BRIO,,,observation:research:5711a8773984391aa32b,,,,,inferred,,,,,,4.8,,,6.4,source:1-2-inch-sensor-class-dimensions-inferred-from-optical-format:9caf2ff3c9a9d3a7,1/2-inch sensor class; dimensions inferred from optical format,,,,,camera:logitech:brio,,,,inferred_from_published_sensor_class
,P1_guess,,,primary,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,recent_android_candidate,,Galaxy A33 5G,,,,,D,,,research_pass,best_available_guess,Samsung,,rear_depth,,observation:research:57369e01adac99deddbd,,provisional,compiled_spec_value,,optical_format_conversion,source_url_missing;provisional_guess,,mobile_camera_module,samsung_galaxy_a33_5g_rear_depth,3.2,1.92,,,2.56,source:compiled-device-camera-specification:c182d45043bbb9b2,,"1/5.0""",Compiled device camera specification,,,camera_module:samsung:galaxy-a33-5g:rear-depth,fallback_with_warning,Use as fallback estimate when no stronger geometry exists; expose estimated status.,,
,,confirmed,physical_camera,,,,,,,,complete,True,,,sony_alpha_a9_ii,research_pass,,Sony,Alpha A9 II,,,observation:research:57704146718f8cd2ebbb,,,,,published,,,,,,23.8,,,35.6,source:sony-specifications:87f4ccb73926fbcc,Sony specifications,,,,,camera:sony:alpha-a9-ii,,,,compiled_spec_value
,P1_guess,,,primary,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,recent_android_candidate,,Pixel 9a,,,,,D,,,research_pass,best_available_guess,Google,,rear_ultrawide,,observation:research:5789929b1be28637f4d6,,provisional,,,optical_format_conversion,source_url_missing;provisional_guess,,mobile_camera_module,google_pixel_9a_rear_ultrawide,5.1614,3.097,,,4.129,source:compiled-pixel-specification:8fc0e95587125599,,"1/3.1""",Compiled Pixel specification,,,camera_module:google:pixel-9a:rear-ultrawide,fallback_with_warning,Use as fallback estimate when no stronger geometry exists; expose estimated status.,,
,,probable,,,,,iPhone 13 Pro,,,direct_mm_secondary,,,,,apple_iphone_13_pro_rear_main,research_pass,,Apple,,rear_main,DPReview publishes 7.6 × 5.7 mm.,observation:research:57a6c6903af0b679ecd9,,,,current_os_supported,,,,,,,5.7,,,7.6,source:dpreview:48f3ee29b4c0f0df,,,DPReview,,https://www.dpreview.com/news/8163093616/iphone-16-pro-worth-upgrading-13-14-15-apple-cameras/,camera_module:apple:iphone-13-pro:rear-main,,,,
,,unresolved,physical_camera,,,,,,,,platform_multiple_sensor_options,True,,,red_dsmc2,research_pass,,RED,DSMC2,,,observation:research:57e69a7ff0470732d5d1,,,,,unresolved,,,,,,,,,,source:dsmc2-is-a-camera-platform-red-offered-dragon-helium-gemini-monstro-and-other-sensor-variants:5e2b8adea406e779,"DSMC2 is a camera platform; RED offered DRAGON, HELIUM, GEMINI, MONSTRO and other sensor variants.",,,,,camera:red:dsmc2,,,,not_single_resolvable_sensor
,P2_source_strengthen,,,primary,Keep and audit: normalized from current Dragonframe-supported camera coverage.,dragonframe_current_coverage,,Lumix DC-GH5S,,,,,C,,,research_pass,good_reference,Panasonic,,main,physical_camera,observation:research:57e6f7e2f3145a1fc0e7,,confirmed,compiled_spec_value,,published,source_url_missing,,dedicated_camera,panasonic_lumix_dc_gh5s,21.64,13.0,,,17.3,source:panasonic-specifications:436e59ab3a66a4f2,,,Panasonic specifications,,,camera:panasonic:lumix-dc-gh5s,yes,Good working value; source audit still desirable.,,
,P3_verified_or_secondary,,,primary,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,recent_android_candidate,,Galaxy S25,,,,,C,,,research_pass,good_estimate,Samsung,,rear_telephoto_3x,,observation:research:57fc5702eee286ce12fa,,probable,,,optical_format_conversion,,,mobile_camera_module,samsung_galaxy_s25_rear_telephoto_3x,4.0614,2.437,Samsung S5K3K1,,3.249,source:phonearena-compiled:96420894ce8941de,,"1/3.94""",PhoneArena/compiled,,https://www.phonearena.com/phones/compare/Samsung-Galaxy-S25%2CSamsung-Galaxy-S25-Ultra/phones/12340%2C12343,camera_module:samsung:galaxy-s25:rear-telephoto-3x,yes,Good estimate; UI may mark sensor geometry as estimated.,,
,P2_source_strengthen,,,primary,Keep and audit: normalized from current Dragonframe-supported camera coverage.,dragonframe_current_coverage,,Z7 II,,,,,C,,,research_pass,good_reference,Nikon,,main,physical_camera,observation:research:584987bf14b2bb37b97a,,confirmed,compiled_spec_value,,published,source_url_missing,,dedicated_camera,nikon_z7_ii,43.1279,23.9,,,35.9,source:nikon-specifications:6b3815951e523b57,,,Nikon specifications,,,camera:nikon:z7-ii,yes,Good working value; source audit still desirable.,,
,P1_guess,,,primary,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,recent_android_candidate,,ROG Phone 7,,,,,D,,,research_pass,best_available_guess,ASUS,,rear_ultrawide,,observation:research:587734b3af0b0710fd36,,provisional,compiled_spec_value,,optical_format_conversion,source_url_missing;provisional_guess,,mobile_camera_module,asus_rog_phone_7_rear_ultrawide,6.275,3.765,,,5.02,source:compiled-asus-camera-specification:d15201cb2c46b08d,,"1/2.55""",Compiled ASUS camera specification,,,camera_module:asus:rog-phone-7:rear-ultrawide,fallback_with_warning,Use as fallback estimate when no stronger geometry exists; expose estimated status.,,
,P2_source_strengthen,,,primary,Keep and audit: normalized from current Dragonframe-supported camera coverage.,dragonframe_current_coverage,,D3,,,,,C,,,research_pass,good_reference,Nikon,,main,physical_camera,observation:research:58e858afb7d28938b4a8,,confirmed,compiled_spec_value,,published,source_url_missing,,dedicated_camera,nikon_d3,43.2112,23.9,,,36.0,source:nikon-specifications:6b3815951e523b57,,,Nikon specifications,,,camera:nikon:d3,yes,Good working value; source audit still desirable.,,
,P3_verified_or_secondary,,,primary,Current iOS-family coverage target; audit before expanding older Apple hardware.,current_ios_compatible,,iPhone 15 Pro Max,,,,,B,,,research_pass,strong_derived,Apple,,rear_main,Same main sensor geometry as 15 Pro.,observation:research:592d21f8821b1638e14b,,probable,,,direct_mm_secondary,,,mobile_camera_module,apple_iphone_15_pro_max_rear_main,12.2201,7.3,,,9.8,source:dpreview:8214c7f843e80088,,,DPReview,,https://www.dpreview.com/articles/apple-s-iphone-15-and-15-pro-imaging-tech-examined/,camera_module:apple:iphone-15-pro-max:rear-main,yes,Use automatically; preserve derivation provenance.,,
,P3_verified_or_secondary,,,secondary,Keep in LCRD; lower audit priority than current-iOS devices.,recently_outside_current_ios,,iPhone XS,,,,,C,,,research_pass,good_estimate,Apple,,rear_main,Current security-supported legacy tier; dimensions normalized from Type 1/2.55 optical format.,observation:research:59726e7b7a250c82020b,,probable,,,optical_format_conversion,,,mobile_camera_module,apple_iphone_xs_rear_main,7.0,4.2,,,5.6,source:phonearena-type-1-2-55-reference:d12b3caa124b8993,,,PhoneArena / Type 1/2.55 reference,,https://www.phonearena.com/phones/Apple-iPhone-XR_id10765,camera_module:apple:iphone-xs:rear-main,yes,Good estimate; UI may mark sensor geometry as estimated.,,
,,confirmed,physical_camera,,,,,,,,complete,True,,,canon_eos_70d,research_pass,,Canon,EOS 70D,,,observation:research:59d5c2a86b831589d709,,,,,published,,,,,,15.0,,,22.5,source:canon-specifications:c62086019405af6e,Canon specifications,,,,,camera:canon:eos-70d,,,,compiled_spec_value
,P3_verified_or_secondary,,,primary,Current iOS-family coverage target; audit before expanding older Apple hardware.,current_ios_compatible,,iPhone 15,,,,,B,,,research_pass,strong_derived,Apple,,rear_main,DPReview publishes 8 × 6 mm.,observation:research:59ddd435c4a6408a6481,,probable,,,direct_mm_secondary,,,mobile_camera_module,apple_iphone_15_rear_main,10.0,6.0,,,8.0,source:dpreview:8214c7f843e80088,,,DPReview,,https://www.dpreview.com/articles/apple-s-iphone-15-and-15-pro-imaging-tech-examined/,camera_module:apple:iphone-15:rear-main,yes,Use automatically; preserve derivation provenance.,,
,P1_guess,,,primary,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,recent_android_candidate,,Galaxy A26 5G,,,,,D,,,research_pass,best_available_guess,Samsung,,rear_macro,,observation:research:59dde9f48c0105e8285d,,provisional,compiled_spec_value,,optical_format_conversion,source_url_missing;provisional_guess,,mobile_camera_module,samsung_galaxy_a26_5g_rear_macro,3.2,1.92,,,2.56,source:compiled-device-camera-specification:c182d45043bbb9b2,,"1/5.0""",Compiled device camera specification,,,camera_module:samsung:galaxy-a26-5g:rear-macro,fallback_with_warning,Use as fallback estimate when no stronger geometry exists; expose estimated status.,,
,P1_guess,,,primary,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,recent_android_candidate,,Motorola Edge (2024),,,,,D,,,research_pass,best_available_guess,Motorola,,rear_main,,observation:research:5a648d62f88d95718e19,,provisional,compiled_spec_value,,optical_format_conversion,source_url_missing;provisional_guess,,mobile_camera_module,motorola_motorola_edge_2024_rear_main,10.3228,6.194,,,8.258,source:compiled-device-camera-specification:c182d45043bbb9b2,,"1/1.55""",Compiled device camera specification,,,camera_module:motorola:motorola-edge-2024:rear-main,fallback_with_warning,Use as fallback estimate when no stronger geometry exists; expose estimated status.,,
,,probable,,,,,Xiaomi 15 Ultra,,,optical_format_conversion,,,,,xiaomi_xiaomi_15_ultra_rear_main,research_pass,,Xiaomi,,rear_main,,observation:research:5aa427a417d5522301fb,"1/1.0""",,,,,,,,,,9.6,,,12.8,source:xiaomi-official-launch-specifications:d18167f82714ebea,,,Xiaomi official launch/specifications,,https://www.mi.com/global/event/2025/xiaomi-launch-february-2025/,camera_module:xiaomi:xiaomi-15-ultra:rear-main,,,,manufacturer_format_verified
,P2_source_strengthen,,,primary,Keep and audit: normalized from current Dragonframe-supported camera coverage.,dragonframe_current_coverage,,D5300,,,,,C,,,research_pass,good_reference,Nikon,,main,physical_camera,observation:research:5aac70ade0f1beb97670,,confirmed,compiled_spec_value,,published,source_url_missing,,dedicated_camera,nikon_d5300,28.2066,15.6,,,23.5,source:nikon-specifications:6b3815951e523b57,,,Nikon specifications,,,camera:nikon:d5300,yes,Good working value; source audit still desirable.,,
,,confirmed,physical_camera,,,,,,,,complete,True,,,pentax_k_1_mark_ii,research_pass,,Pentax,K-1 Mark II,,,observation:research:5aacd19dd953fe1053d0,,,,,published,,,,,,24.0,,,35.9,source:pentax-specifications:07a159b31017ff76,Pentax specifications,,,,,camera:pentax:k-1-mark-ii,,,,compiled_spec_value
,P1_guess,,,primary,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,recent_android_candidate,,Fairphone 5,,,,,D,,,research_pass,best_available_guess,Fairphone,,rear_main,,observation:research:5af2179d62f2a0047c0d,,provisional,compiled_spec_value,,optical_format_conversion,source_url_missing;provisional_guess,,mobile_camera_module,fairphone_fairphone_5_rear_main,10.2564,6.154,,,8.205,source:compiled-fairphone-camera-specification:4c99da4c55e4d145,,"1/1.56""",Compiled Fairphone camera specification,,,camera_module:fairphone:fairphone-5:rear-main,fallback_with_warning,Use as fallback estimate when no stronger geometry exists; expose estimated status.,,
,P2_source_strengthen,,,primary,Keep and audit: normalized from current Dragonframe-supported camera coverage.,dragonframe_current_coverage,,EOS 50D,,,,,C,,,research_pass,good_reference,Canon,,main,physical_camera,observation:research:5b2072d11c7e670faa8e,,confirmed,compiled_spec_value,,published,source_url_missing,,dedicated_camera,canon_eos_50d,26.8198,14.9,,,22.3,source:canon-specifications-technical-database:c69c39dd7666417c,,,Canon specifications / technical database,,,camera:canon:eos-50d,yes,Good working value; source audit still desirable.,,
,,provisional,,,,,Xiaomi 13 Pro,,,optical_format_conversion,,,,,xiaomi_xiaomi_13_pro_rear_telephoto,research_pass,,Xiaomi,,rear_telephoto,,observation:research:5b288c49a08cbfb32741,"1/3.75""",,,,,,,,,,2.56,,,3.413,source:compiled-device-camera-specification:c182d45043bbb9b2,,,Compiled device camera specification,,,camera_module:xiaomi:xiaomi-13-pro:rear-telephoto,,,,compiled_spec_value
,P2_source_strengthen,,,primary,Keep and audit: normalized from current Dragonframe-supported camera coverage.,dragonframe_current_coverage,,ALEXA LF,,,,,C,,,research_pass,good_reference,ARRI,,main,physical_camera,observation:research:5b37d266449e6dc25cfe,,confirmed,compiled_spec_value,,published,source_url_missing,,dedicated_camera,arri_alexa_lf,44.7122,25.54,,,36.7,source:arri-alev-3-a2x-specifications:464951fdc8694bfb,,,ARRI ALEV 3 A2X specifications,,,camera:arri:alexa-lf,yes,Good working value; source audit still desirable.,,
,,confirmed,physical_camera,,,,,,,,complete,True,,,panasonic_lumix_dc_s9,research_pass,,Panasonic,Lumix DC-S9,,,observation:research:5b531001da09f490cde7,,,,,published,,,,,,23.8,,,35.6,source:panasonic-specifications:436e59ab3a66a4f2,Panasonic specifications,,,,,camera:panasonic:lumix-dc-s9,,,,compiled_spec_value
,P2_source_strengthen,,,primary,Keep and audit: normalized from current Dragonframe-supported camera coverage.,dragonframe_current_coverage,,EOS R,,,,,C,,,research_pass,good_reference,Canon,,main,physical_camera,observation:research:5b70fd7ce27d6c4ce963,,confirmed,compiled_spec_value,,published,source_url_missing,,dedicated_camera,canon_eos_r,43.2666,24.0,,,36.0,source:canon-specifications:c62086019405af6e,,,Canon specifications,,,camera:canon:eos-r,yes,Good working value; source audit still desirable.,,
,P2_source_strengthen,,,primary,Keep and audit: normalized from current Dragonframe-supported camera coverage.,dragonframe_current_coverage,,Z5 II,,,,,C,,,research_pass,good_reference,Nikon,,main,physical_camera,observation:research:5bdfd47ab780cdfb52f5,,confirmed,compiled_spec_value,,published,source_url_missing,,dedicated_camera,nikon_z5_ii,43.1279,23.9,,,35.9,source:nikon-specifications:6b3815951e523b57,,,Nikon specifications,,,camera:nikon:z5-ii,yes,Good working value; source audit still desirable.,,
,,provisional,,,,,Xiaomi 13 Ultra,,,optical_format_conversion,,,,,xiaomi_xiaomi_13_ultra_rear_main,research_pass,,Xiaomi,,rear_main,,observation:research:5c16bb54dcbbcc45816c,"1/1.0""",,,,,,,,,,9.6,,,12.8,source:compiled-device-camera-specification:c182d45043bbb9b2,,,Compiled device camera specification,,,camera_module:xiaomi:xiaomi-13-ultra:rear-main,,,,compiled_spec_value
,,provisional,,,,,Fairphone 4,,,optical_format_conversion,,,,,fairphone_fairphone_4_rear_main,research_pass,,Fairphone,,rear_main,,observation:research:5c26775a6be8a7035084,"1/1.56""",,,,,,,,,,6.154,,,8.205,source:compiled-fairphone-camera-specification:4c99da4c55e4d145,,,Compiled Fairphone camera specification,,,camera_module:fairphone:fairphone-4:rear-main,,,,compiled_spec_value
,,probable,,,,,iPhone 12 Pro,,,optical_format_conversion,,,,,apple_iphone_12_pro_rear_ultrawide,research_pass,,Apple,,rear_ultrawide,Type ~1/3.4–1/3.6 class; exact active dimensions need audit.,observation:research:5c40df92dd9db83d282b,,,,current_os_supported,,,,,,,3.0,,,4.0,source:dxomark-phonearena:9749d5af351ea731,,,DXOMARK / PhoneArena,,https://www.phonearena.com/phones/Apple-iPhone-12-Pro_id11294,camera_module:apple:iphone-12-pro:rear-ultrawide,,,,
,,provisional,,,,,Phone (2a) Plus,,,optical_format_conversion,,,,,nothing_phone_2a_plus_rear_main,research_pass,,Nothing,,rear_main,,observation:research:5c56e88d596350a9fe1f,"1/1.56""",,,,,,,,,,6.154,,,8.205,source:compiled-nothing-camera-specification:13dc153157432454,,,Compiled Nothing camera specification,,,camera_module:nothing:phone-2a-plus:rear-main,,,,compiled_spec_value
EOS Rebel SL2 | EOS Kiss X9,,confirmed,physical_camera,,,,,,,,complete,True,,,canon_eos_200d,research_pass,,Canon,EOS 200D,,,observation:research:5c774e3a64d15d041ce2,,,,,published,,,,,,14.9,,,22.3,source:canon-specifications-technical-database:c69c39dd7666417c,Canon specifications / technical database,,,,,camera:canon:eos-200d,,,,compiled_spec_value
,,provisional,,,,,Redmi Note 14 Pro+ 5G,,,optical_format_conversion,,,,,xiaomi_redmi_note_14_pro_5g_rear_main,research_pass,,Xiaomi,,rear_main,,observation:research:5cdd8d79e6c9c6f4460f,"1/1.4""",,,,,,,,,,6.857,,,9.143,source:compiled-device-camera-specification:c182d45043bbb9b2,,,Compiled device camera specification,,,camera_module:xiaomi:redmi-note-14-pro-5g:rear-main,,,,compiled_spec_value
,,provisional,,,,,Xperia 10 V,,,optical_format_conversion,,,,,sony_xperia_10_v_rear_ultrawide,research_pass,,Sony,,rear_ultrawide,,observation:research:5cfe40199019b95377d5,"1/4.0""",,,,,,,,,,2.4,,,3.2,source:compiled-xperia-camera-specification:6b7e5e9ce93608ab,,,Compiled Xperia camera specification,,,camera_module:sony:xperia-10-v:rear-ultrawide,,,,compiled_spec_value
,P1_guess,,,primary,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,recent_android_candidate,,Galaxy S25 Ultra,,,,,D,,,research_pass,best_available_guess,Samsung,,rear_ultrawide,S25 Ultra ultrawide JN3 exact optical-format figure needs source-link audit.,observation:research:5d3f8ef2ebc50026f6a8,,provisional,,,optical_format_conversion,provisional_guess,,mobile_camera_module,samsung_galaxy_s25_ultra_rear_ultrawide,5.7972,3.478,,,4.638,source:phonearena:d6b7a2d1ae53a8cc,,"1/2.76""",PhoneArena,,https://www.phonearena.com/phones/Samsung-Galaxy-S25-Ultra_id12343,camera_module:samsung:galaxy-s25-ultra:rear-ultrawide,fallback_with_warning,Use as fallback estimate when no stronger geometry exists; expose estimated status.,,
,,probable,,,,,Pixel 6 Pro,,,optical_format_conversion,,,,,google_pixel_6_pro_rear_telephoto,research_pass,,Google,,rear_telephoto,Google publishes 1/2-inch telephoto sensor.,observation:research:5d3fb9cebbd46a8ee1a6,"1/2.0""",,,,,,,,,,4.8,,,6.4,source:google-pixel-hardware-tech-specs:f423da9c34cc2fd3,,,Google Pixel hardware tech specs,,https://support.google.com/pixelphone/answer/7158570?hl=en,camera_module:google:pixel-6-pro:rear-telephoto,,,,
,P1_guess,,,primary,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,recent_android_candidate,,Phone (3a) Pro,,,,,D,,,research_pass,best_available_guess,Nothing,,rear_main,,observation:research:5d8c3501101e8b940915,,provisional,compiled_spec_value,,optical_format_conversion,source_url_missing;provisional_guess,,mobile_camera_module,nothing_phone_3a_pro_rear_main,10.1914,6.115,,,8.153,source:compiled-nothing-camera-specification:13dc153157432454,,"1/1.57""",Compiled Nothing camera specification,,,camera_module:nothing:phone-3a-pro:rear-main,fallback_with_warning,Use as fallback estimate when no stronger geometry exists; expose estimated status.,,
,P2_source_strengthen,,,primary,Keep and audit: normalized from current Dragonframe-supported camera coverage.,dragonframe_current_coverage,,EOS 40D,,,,,C,,,research_pass,good_reference,Canon,,main,physical_camera,observation:research:5e30ff287dc8e6b33cb4,,confirmed,compiled_spec_value,,published,source_url_missing,,dedicated_camera,canon_eos_40d,26.6811,14.8,,,22.2,source:canon-specifications:c62086019405af6e,,,Canon specifications,,,camera:canon:eos-40d,yes,Good working value; source audit still desirable.,,
,P3_verified_or_secondary,,,primary,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,recent_android_candidate,,Galaxy S21 Ultra,,,,,C,,,research_pass,good_estimate,Samsung,,rear_main,,observation:research:5e3fd9067b0f512a2c6c,,probable,,,optical_format_conversion,,,mobile_camera_module,samsung_galaxy_s21_ultra_rear_main,12.03,7.218,,,9.624,source:phonearena:e9281f786eaf76f3,,"1/1.33""",PhoneArena,,https://www.phonearena.com/phones/Samsung-Galaxy-S21-Ultra_id11510,camera_module:samsung:galaxy-s21-ultra:rear-main,yes,Good estimate; UI may mark sensor geometry as estimated.,,
,P3_verified_or_secondary,,,primary,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,recent_android_candidate,,Pixel 10 Pro,,,,,C,,,research_pass,good_estimate,Google,,rear_telephoto,,observation:research:5eab69bb8c1ed12be327,,probable,,,optical_format_conversion,,,mobile_camera_module,google_pixel_10_pro_rear_telephoto,6.275,3.765,Sony IMX858,,5.02,source:phonearena:88cb24f3d82bc195,,"1/2.55""",PhoneArena,,https://www.phonearena.com/phones/Google-Pixel-10-Pro_id12652,camera_module:google:pixel-10-pro:rear-telephoto,yes,Good estimate; UI may mark sensor geometry as estimated.,,
,P2_source_strengthen,,,primary,Keep and audit: normalized from current Dragonframe-supported camera coverage.,dragonframe_current_coverage,,Alpha A6100,,,,,C,,,research_pass,good_reference,Sony,,main,physical_camera,observation:research:5efee4e8a93bb3127aff,,confirmed,compiled_spec_value,,published,source_url_missing,,dedicated_camera,sony_alpha_a6100,28.2066,15.6,,,23.5,source:sony-specifications:87f4ccb73926fbcc,,,Sony specifications,,,camera:sony:alpha-a6100,yes,Good working value; source audit still desirable.,,
,P2_source_strengthen,,,primary,Keep and audit: normalized from current Dragonframe-supported camera coverage.,dragonframe_current_coverage,,Theta Z1,,,,,C,,,research_pass,good_reference,Ricoh,,main,physical_camera,observation:research:5eff60c30b980734142f,,confirmed,compiled_spec_value,,published,source_url_missing,,dedicated_camera,ricoh_theta_z1,15.8644,8.8,,,13.2,source:ricoh-1-inch-sensor-specification:bec07ee39f3769f3,,,Ricoh 1-inch sensor specification,,,camera:ricoh:theta-z1,yes,Good working value; source audit still desirable.,,
,,confirmed,physical_camera,,,,,,,,complete,True,,,fujifilm_x_h2s,research_pass,,Fujifilm,X-H2S,,,observation:research:5f1f5d26052d759a6956,,,,,published,,,,,,15.6,,,23.5,source:fujifilm-specifications:bb835647e7b0d861,Fujifilm specifications,,,,,camera:fujifilm:x-h2s,,,,primary_source_verified_previous_pass
,,confirmed,physical_camera,,,,,,,,complete,True,,,sony_alpha_a6600,research_pass,,Sony,Alpha A6600,,,observation:research:5f34c097b34460b38a02,,,,,published,,,,,,15.6,,,23.5,source:sony-specifications:87f4ccb73926fbcc,Sony specifications,,,,,camera:sony:alpha-a6600,,,,compiled_spec_value
,,probable,,,,,Galaxy S22 Plus,,,optical_format_conversion,,,,,samsung_galaxy_s22_plus_rear_ultrawide,research_pass,,Samsung,,rear_ultrawide,,observation:research:5f60723e121ad269e64b,"1/2.55""",,,,,,,,,,3.765,,,5.02,source:phonearena-compiled:e3262dc3ff97ab9a,,,PhoneArena/compiled,,,camera_module:samsung:galaxy-s22-plus:rear-ultrawide,,,,
,P1_guess,,,primary,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,recent_android_candidate,,Pixel 6a,,,,,D,,,research_pass,best_available_guess,Google,,rear_ultrawide,,observation:research:5f6d0b6fc3d2990a84ea,,provisional,,,optical_format_conversion,source_url_missing;provisional_guess,,mobile_camera_module,google_pixel_6a_rear_ultrawide,5.1614,3.097,,,4.129,source:compiled-pixel-camera-specification:245dde70f83d13ec,,"1/3.1""",Compiled Pixel camera specification,,,camera_module:google:pixel-6a:rear-ultrawide,fallback_with_warning,Use as fallback estimate when no stronger geometry exists; expose estimated status.,,
,P2_source_strengthen,,,primary,Keep and audit: normalized from current Dragonframe-supported camera coverage.,dragonframe_current_coverage,,X-T1,,,,,C,,,research_pass,good_reference,Fujifilm,,main,physical_camera,observation:research:5f727c167ee358b2c79a,,confirmed,compiled_spec_value,,published,source_url_missing,,dedicated_camera,fujifilm_x_t1,28.2899,15.6,,,23.6,source:fujifilm-specifications:bb835647e7b0d861,,,Fujifilm specifications,,,camera:fujifilm:x-t1,yes,Good working value; source audit still desirable.,,
,P0_unresolved,,,primary,Current iOS-family coverage target; audit before expanding older Apple hardware.,current_ios_compatible,,iPhone 16 Plus,,,,,E,,,research_pass,unresolved,Apple,,rear_ultrawide,Physical active sensor dimensions not yet established reliably.,observation:research:5fb088fa38be6e65c810,,research_needed,,,unresolved,missing_geometry;source_url_missing,,mobile_camera_module,apple_iphone_16_plus_rear_ultrawide,,,,,,source:apple-secondary-audit-needed:3a03a038ff153694,,,Apple / secondary audit needed,,,camera_module:apple:iphone-16-plus:rear-ultrawide,no,Research required before automatic TPS use.,,
,,confirmed,physical_camera,,,,,,,,complete,True,,,canon_eos_5ds,research_pass,,Canon,EOS 5Ds,,,observation:research:5fb0c2d4e4ca23f29bec,,,,,published,,,,,,24.0,,,36.0,source:canon-specifications:c62086019405af6e,Canon specifications,,,,,camera:canon:eos-5ds,,,,compiled_spec_value
